"Function"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"thymidylate synthase (FAD) activity [GO:0050797]"	-0.0782476081354097	7.1268537950901	0.251705886667686	0.615876463409295	0.99954851282426
"leucine-tRNA ligase activity [GO:0004823]"	0.0666169103973256	9.03508557660819	0.251585390400637	0.615960961092673	0.99954851282426
"phosphorus-oxygen lyase activity [GO:0016849]"	0.423964270786372	5.40803260779366	0.250576415510434	0.616669497740607	0.99954851282426
"peptidoglycan glycosyltransferase activity [GO:0008955]"	-0.0809094839005755	9.52434649409711	0.249605436447238	0.617353038871236	0.99954851282426
"pseudouridine synthase activity [GO:0009982]"	0.072886440503721	10.1866483902455	0.248664135471828	0.618017275296326	0.99954851282426
"glutaminase activity [GO:0004359]"	0.0637714623441308	9.66280062009348	0.248394657167277	0.618207723787303	0.99954851282426
"phenylalanine-tRNA ligase activity [GO:0004826]"	0.0625502676976791	9.70845711855976	0.248107049944842	0.61841112686138	0.99954851282426
"5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]"	0.095575014710123	7.27727061187459	0.247861238595656	0.618585087495722	0.99954851282426
"acetolactate synthase regulator activity [GO:1990610]"	-0.0778428708774618	7.91123017720112	0.243955632692508	0.621363632824873	0.99954851282426
"signaling adaptor activity [GO:0035591]"	-0.344639720307004	5.35833134273082	0.243750900786301	0.621510045694994	0.99954851282426
"oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]"	0.112856876105022	7.05080140257802	0.243096538211936	0.621978522828735	0.99954851282426
"histidinol-phosphatase activity [GO:0004401]"	0.0737363507410275	8.31723115047895	0.242828710904814	0.622170494232791	0.99954851282426
"polyphosphate kinase activity [GO:0008976]"	0.0632976497761675	8.30483649483513	0.242491846810521	0.622412136256007	0.99954851282426
"amino acid binding [GO:0016597]"	-0.0657221330289099	9.31257538801984	0.242112804499997	0.622684283363615	0.99954851282426
"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]"	-0.297243371458931	5.0484003919134	0.24123295974791	0.623317021142878	0.99954851282426
"O-acyltransferase activity [GO:0008374]"	-0.4391223469936	4.95366355370042	0.240752655691523	0.62366303494275	0.99954851282426
"hydroxymethylpyrimidine kinase activity [GO:0008902]"	-0.144312375446346	5.86581974332288	0.239103322077874	0.624854494141007	0.99954851282426
"chloramphenicol O-acetyltransferase activity [GO:0008811]"	0.0976731580440026	7.04172435250851	0.238127222960975	0.625562017017509	0.99954851282426
"acetylcholine-gated cation-selective channel activity [GO:0022848]"	-0.462764160944591	5.44762825999419	0.23719308877455	0.626240804997065	0.99954851282426
"cation binding [GO:0043169]"	0.0664437938387645	9.27427698125506	0.236576492298116	0.626689760961213	0.99954851282426
"protein threonine kinase activity [GO:0106311]"	0.132047743718221	10.5998668947572	0.234776929264211	0.628004208258786	0.99954851282426
"hydroxymethylbilane synthase activity [GO:0004418]"	0.14170249641806	6.98166992953383	0.234483276664149	0.628219289629823	0.99954851282426
"endoribonuclease activity [GO:0004521]"	0.0739423954782786	10.003202765326	0.233920622011816	0.628631862353457	0.99954851282426
"pyrroline-5-carboxylate reductase activity [GO:0004735]"	0.0573420648318383	7.9311883582922	0.23387547418224	0.628664994023594	0.99954851282426
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor [GO:0016624]"	0.121397339028742	6.15108653204042	0.23298872889212	0.629316532037093	0.99954851282426
"L-threonine ammonia-lyase activity [GO:0004794]"	0.0823948710644444	7.92023316950244	0.231155473054326	0.630668383116597	0.99954851282426
"cellulase activity [GO:0008810]"	-0.113269287924914	7.34598921027862	0.229278418281943	0.632059387342893	0.99954851282426
"thymidylate kinase activity [GO:0004798]"	0.119523909444353	6.86923194913088	0.228968852378743	0.632289465136354	0.99954851282426
"enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]"	0.182184399256293	5.95548009020667	0.228899752210603	0.632340848352556	0.99954851282426
"glucuronosyltransferase activity [GO:0015020]"	-0.414465920671371	5.15703239976624	0.226323174324357	0.634263643898121	0.99954851282426
"recombinase activity [GO:0000150]"	-0.0713850837014399	12.6561070980902	0.226203107817568	0.634353571419424	0.99954851282426
"voltage-gated sodium channel activity [GO:0005248]"	0.652290780317041	6.66088034042162	0.225151450474993	0.635142496115468	0.99954851282426
"alcohol dehydrogenase (NAD+) activity [GO:0004022]"	-0.0749388541473643	7.99479091261925	0.225074821278858	0.63520006942858	0.99954851282426
"thiazole synthase activity [GO:1990107]"	-0.122418247865714	5.76171475876083	0.224933663264829	0.635306156194001	0.99954851282426
"cadherin binding [GO:0045296]"	0.590559651367536	6.24123781671036	0.224618847508001	0.635542901729725	0.99954851282426
"O-methyltransferase activity [GO:0008171]"	0.0969808093216105	7.06729245474433	0.224326140604658	0.635763203460521	0.99954851282426
"arginine-tRNA ligase activity [GO:0004814]"	0.0630531059122867	8.82853861779232	0.220932798303899	0.638330090216504	0.99954851282426
"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]"	0.0589528168852425	8.17600745793918	0.219612179261725	0.63933557729934	0.99954851282426
"exoribonuclease II activity [GO:0008859]"	0.0738977882169712	8.19456439597209	0.219437376744886	0.639468943808586	0.99954851282426
"tetrahydrofolylpolyglutamate synthase activity [GO:0004326]"	0.066922321791255	9.07613421972234	0.218533489623253	0.640159604656099	0.99954851282426
"nickel cation binding [GO:0016151]"	-0.0966340982312441	8.79369836801114	0.217510321890893	0.640943511267328	0.99954851282426
"sulfuric ester hydrolase activity [GO:0008484]"	0.0651766350825189	10.3263116625704	0.217444573210662	0.640993961754652	0.99954851282426
"lyase activity [GO:0016829]"	-0.0632667794882925	11.9421038803277	0.21743148796358	0.641004003476146	0.99954851282426
"porin activity [GO:0015288]"	-0.171913301450324	7.55913673210967	0.216369649902902	0.641820095297917	0.99954851282426
"racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]"	-0.100611591660898	7.35884937799152	0.216079342228421	0.642043639603538	0.99954851282426
"cytidylyltransferase activity [GO:0070567]"	-0.103459249375191	7.68616708928793	0.214794571592137	0.64303514386164	0.99954851282426
"tRNA adenylyltransferase activity [GO:0004810]"	0.0640069209878129	8.05777661058156	0.214649536493358	0.643147298841047	0.99954851282426
"phosphoenolpyruvate carboxykinase (ATP) activity [GO:0004612]"	0.0575152164707406	7.8979764488463	0.213850122866365	0.643766309075692	0.99954851282426
"Kdo transferase activity [GO:0043842]"	-0.19716769360676	5.10741232965516	0.213831442763329	0.64378079042834	0.99954851282426
"phosphoenolpyruvate-glycerone phosphotransferase activity [GO:0047324]"	-0.21173357534998	5.11327345992956	0.212309776033148	0.644963017617486	0.99954851282426
"IMP cyclohydrolase activity [GO:0003937]"	0.0646091889211408	8.92267875256072	0.209380868395189	0.647253106314027	0.99954851282426
"formate C-acetyltransferase activity [GO:0008861]"	0.119328766348407	6.90435433022164	0.208206695161025	0.648176623460788	0.99954851282426
"molybdopterin cofactor binding [GO:0043546]"	-0.137189480021937	9.2063845971777	0.207836114857868	0.648468747408452	0.99954851282426
"translation initiation factor binding [GO:0031369]"	-0.47339472116345	5.62404474477522	0.206119468627797	0.649826077304069	0.99954851282426
"structural constituent of nuclear pore [GO:0017056]"	-0.419070948058417	6.26256951824046	0.205344215076796	0.650441295529862	0.99954851282426
"NADPH oxidase H202-forming activity [GO:0106294]"	-0.440226321797241	5.00484590186934	0.204638074867761	0.651002886842227	0.99954851282426
"calcium-dependent protein binding [GO:0048306]"	0.462480692913268	5.03216084749391	0.204040577715897	0.651478987015149	0.99954851282426
"methylated histone binding [GO:0035064]"	-0.473900083511379	5.61408626738154	0.203618725826381	0.651815634522835	0.99954851282426
"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer [GO:0046912]"	0.0918451779584527	6.95575439533	0.203302545456757	0.652068229024104	0.99954851282426
"3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]"	-0.068994862086525	8.23609100725891	0.200969019890592	0.653939815415136	0.99954851282426
"coproporphyrinogen oxidase activity [GO:0004109]"	0.0644504708293552	8.2245911213839	0.200875849667117	0.654014812302297	0.99954851282426
"voltage-gated anion channel activity [GO:0008308]"	-0.394820348720093	5.28566613996954	0.198942291622163	0.655575955648613	0.99954851282426
"L-lactate dehydrogenase activity [GO:0004459]"	-0.0514688925048778	7.90007193161042	0.197679842987855	0.656600163817935	0.99954851282426
"dihydropteroate synthase activity [GO:0004156]"	0.0783497116010492	6.89341543457437	0.19708969942498	0.65708028348828	0.99954851282426
"tripeptide aminopeptidase activity [GO:0045148]"	0.0743806430477679	7.69204083002493	0.196849414363572	0.657276017325661	0.99954851282426
"protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]"	-0.106752965734303	10.6881690986507	0.194008896072289	0.659600783907612	0.99954851282426
"5-dehydro-2-deoxygluconokinase activity [GO:0047590]"	0.104373214260081	6.37783970072655	0.192505443034202	0.660839488654339	0.99954851282426
"rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]"	0.0544705675691589	7.98260646372928	0.192420836613965	0.660909367667926	0.99954851282426
"5'-3' exoribonuclease activity [GO:0004534]"	0.0740749466207214	8.50226229945371	0.190595181433727	0.662421714215141	0.99954851282426
"FMN binding [GO:0010181]"	-0.0744172989728001	11.6599236269495	0.189850390886313	0.663041165041294	0.99954851282426
"damaged DNA binding [GO:0003684]"	0.0558599109066065	11.1291914367758	0.189010186239511	0.663741710744864	0.99954851282426
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"	-0.0597447057692111	10.3719219712963	0.187830408513131	0.66472851740856	0.99954851282426
"ribosome binding [GO:0043022]"	0.0539254926814655	10.251060152954	0.187045741931275	0.665386879663696	0.99954851282426
"UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]"	-0.0620085500233769	8.4006419581932	0.186951679064311	0.665465911618011	0.99954851282426
"methylthioadenosine nucleosidase activity [GO:0008930]"	0.0788514096631312	7.40720123111353	0.186313468397391	0.666002762701176	0.99954851282426
"peptide deformylase activity [GO:0042586]"	-0.0809589401138108	8.05717609840015	0.185204389155213	0.666938300424889	0.99954851282426
"calcium activated cation channel activity [GO:0005227]"	0.417455519509863	5.90479340289147	0.18314298340281	0.668686008446225	0.99954851282426
"undecaprenyl-diphosphatase activity [GO:0050380]"	0.0625676852758438	8.19748255163691	0.181956510357971	0.669697210166792	0.99954851282426
"translation release factor activity, codon specific [GO:0016149]"	0.0659142114730011	9.45785780928423	0.181791282558018	0.669838338625405	0.99954851282426
"heme binding [GO:0020037]"	0.135307229329468	9.9495755701594	0.17931241510138	0.67196480715588	0.99954851282426
"phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]"	-0.0726234425744559	8.45909267817614	0.17896524127131	0.67226400794685	0.99954851282426
"prephenate dehydrogenase (NAD+) activity [GO:0008977]"	-0.0688499812733152	7.91269872854847	0.177771078927675	0.673295778918309	0.99954851282426
"prephenate dehydrogenase (NADP+) activity [GO:0004665]"	-0.0688499812733152	7.91269872854847	0.177771078927675	0.673295778918309	0.99954851282426
"thiamine-phosphate diphosphorylase activity [GO:0004789]"	-0.0796185971050644	7.18952321967432	0.17761208784177	0.673433456803996	0.99954851282426
"dihydroorotate dehydrogenase activity [GO:0004152]"	-0.0587198958132926	8.29146397212762	0.177390744044394	0.673625249733361	0.99954851282426
"neurexin family protein binding [GO:0042043]"	0.523834640882335	5.06369205772161	0.176915180888875	0.674037799066661	0.99954851282426
"phosphorelay sensor kinase activity [GO:0000155]"	0.0557756299634103	13.5580782290998	0.175533510860021	0.675240107129777	0.99954851282426
"homoserine dehydrogenase activity [GO:0004412]"	0.0732253649820475	8.23844050621578	0.175499953148631	0.675269377631377	0.99954851282426
"kinase activity [GO:0016301]"	0.058196468339247	13.1518807316743	0.175257379895742	0.675481058511141	0.99954851282426
"RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]"	-0.354160530686239	6.68516670842004	0.175103806600223	0.675615162841719	0.99954851282426
"beta-galactosidase activity [GO:0004565]"	-0.0560705802857551	10.8297079750435	0.174062123230323	0.676526617774063	0.99954851282426
"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances [GO:0016823]"	-0.0854517044294436	6.25969006016426	0.17390756844908	0.676662123136471	0.99954851282426
"ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]"	0.0645631583026331	8.25802002607474	0.173786273260586	0.676768517780608	0.99954851282426
"unfolded protein binding [GO:0051082]"	0.0532146852279287	11.1813315026589	0.173508787583053	0.677012079644528	0.99954851282426
"epidermal growth factor receptor binding [GO:0005154]"	-0.492064251856297	4.82240209652384	0.17266967592545	0.677749999685142	0.99954851282426
"protein-glutamine N-methyltransferase activity [GO:0036009]"	-0.0728950869594821	7.71968448675331	0.17153495279032	0.678751234035139	0.99954851282426
"GABA-A receptor activity [GO:0004890]"	-0.470462159276729	5.47855219279736	0.171105305561614	0.679131350154328	0.99954851282426
"homoserine O-acetyltransferase activity [GO:0004414]"	0.0563036578943324	7.76560202465477	0.170502698145143	0.679665429876844	0.99954851282426
"RNA-directed DNA polymerase activity [GO:0003964]"	0.436375277926723	13.7824963995723	0.169094913671188	0.680917442265894	0.99954851282426
"mRNA 5'-UTR binding [GO:0048027]"	-0.0788985458069653	7.07729126486682	0.168756321204778	0.681219477722481	0.99954851282426
"MAP kinase activity [GO:0004707]"	-0.472936833713294	5.50541839522549	0.168558369147773	0.68139622144542	0.99954851282426
"odorant binding [GO:0005549]"	-0.434923732825406	5.28639140428767	0.168339933559647	0.681591394925307	0.99954851282426
"uracil phosphoribosyltransferase activity [GO:0004845]"	0.0593924687663829	7.80292607248441	0.167397164596977	0.682435465890904	0.99954851282426
"UMP kinase activity [GO:0033862]"	-0.0605598336356064	7.75897591265535	0.167305974450693	0.682517256446108	0.99954851282426
"beta-phosphoglucomutase activity [GO:0008801]"	-0.166767995753564	5.26373957961736	0.167281015192689	0.682539647518228	0.99954851282426
"decarboxylation-driven active transmembrane transporter activity [GO:0015451]"	-0.0864908246641685	8.32965014360881	0.167129479408863	0.682675632882401	0.99954851282426
"phosphatidylinositol phosphate kinase activity [GO:0016307]"	-0.411947612911542	4.96161866936846	0.166955210542302	0.682832107469985	0.99954851282426
"phosphoglycerate kinase activity [GO:0004618]"	0.0535526988942105	8.27733210305455	0.166919726862403	0.682863979651976	0.99954851282426
"nitronate monooxygenase activity [GO:0018580]"	-0.0726641516453269	8.267952273769	0.165738289799026	0.683927435685609	0.99954851282426
"NAD binding [GO:0051287]"	0.049237160386877	12.1513849949478	0.163159750611351	0.686263916603046	0.99954851282426
"S-ribosylhomocysteine lyase activity [GO:0043768]"	0.0976543592036585	6.90869244449979	0.161084326765694	0.688160159515601	0.99954851282426
"citrate (pro-3S)-lyase activity [GO:0008815]"	0.131805313904194	6.42567537901135	0.160987401323165	0.68824906285337	0.99954851282426
"tyrosine-tRNA ligase activity [GO:0004831]"	0.0577465138723521	8.35660242305354	0.160916490950073	0.688314123960903	0.99954851282426
"dGTPase activity [GO:0008832]"	0.101929325676159	6.52604510807996	0.159853307996224	0.689291608415728	0.99954851282426
"adenosylhomocysteine nucleosidase activity [GO:0008782]"	0.0728930076387745	7.41372771820027	0.159820160762639	0.689322144331596	0.99954851282426
"cystathionine beta-lyase activity [GO:0004121]"	-0.0803567523178422	6.52900191487149	0.159241337229362	0.689855961553574	0.99954851282426
"phosphoprotein phosphatase activity [GO:0004721]"	-0.115385403895836	6.11240120186978	0.15866394917691	0.690389576583398	0.99954851282426
"laminin binding [GO:0043236]"	-0.258564578445561	5.5305705960532	0.157909601368297	0.691088433374831	0.99954851282426
"protein tyrosine/serine/threonine phosphatase activity [GO:0008138]"	0.430027786833419	5.77750848926179	0.157717417014917	0.691266789183703	0.99954851282426
"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]"	0.0690773213092317	7.85844108933727	0.157668570260069	0.691312141240341	0.99954851282426
"linear malto-oligosaccharide phosphorylase activity [GO:0102250]"	-0.0505118274662507	9.52818067438522	0.155905277665258	0.692954755511732	0.99954851282426
"SHG alpha-glucan phosphorylase activity [GO:0102499]"	-0.0505118274662507	9.52818067438522	0.155905277665258	0.692954755511732	0.99954851282426
"UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]"	0.0621797692728287	8.35620408642788	0.155652036378106	0.693191545717358	0.99954851282426
"dephospho-CoA kinase activity [GO:0004140]"	0.0646566500148468	7.95024597084615	0.155182902693721	0.693630792337803	0.99954851282426
"guanyl nucleotide binding [GO:0019001]"	-0.491522053342496	5.79894114265477	0.153563411213771	0.695153031163449	0.99954851282426
"structural constituent of virion [GO:0039660]"	0.490299507090944	7.7233948722501	0.151754503801817	0.696864298657271	0.99954851282426
"homoserine O-succinyltransferase activity [GO:0008899]"	0.0583637367151207	7.70399087966372	0.151383238099415	0.697216975721587	0.99954851282426
"cyclic-di-GMP binding [GO:0035438]"	0.059213401482184	8.49079701865735	0.150677355467044	0.697888891811284	0.99954851282426
"ATP binding [GO:0005524]"	0.0475090936512474	16.6141008254429	0.150645928610523	0.697918848506521	0.99954851282426
"catalase activity [GO:0004096]"	0.114725185579267	6.55177312207904	0.149455875890341	0.699055885952886	0.99954851282426
"electron transfer activity [GO:0009055]"	-0.052254717011718	11.5036892363588	0.149184262302395	0.699316128365148	0.99954851282426
"ephrin receptor activity [GO:0005003]"	-0.401146027456678	5.7989386157041	0.146247342860358	0.702147640807445	0.99954851282426
"galactokinase activity [GO:0004335]"	-0.0557929443617253	8.29458516644259	0.14448928261092	0.703858226395758	0.99954851282426
"transaminase activity [GO:0008483]"	0.0522474858091823	11.4693895702306	0.144382944662138	0.703962074016755	0.99954851282426
"calcium-dependent protein kinase C activity [GO:0004698]"	-0.327001853436391	5.45973710319925	0.144043600961126	0.704293763582735	0.99954851282426
"RNA-DNA hybrid ribonuclease activity [GO:0004523]"	0.322137985390453	12.4289605775841	0.142601218695996	0.705708621528953	0.99954851282426
"rRNA binding [GO:0019843]"	0.0540715969286189	12.6048422076109	0.142587982618536	0.705721642812656	0.99954851282426
"glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]"	0.1189874513165	9.45714291815904	0.142583850198244	0.70572570831389	0.99954851282426
"peroxidase activity [GO:0004601]"	0.0724563105951486	7.92356708534077	0.14181669268739	0.706481611947487	0.99954851282426
"fucosyltransferase activity [GO:0008417]"	-0.156897230550157	5.34221382832959	0.141595258130832	0.706700232181899	0.99954851282426
"hydro-lyase activity [GO:0016836]"	-0.0697313494348347	7.64630708633244	0.14119155071799	0.70709931143269	0.99954851282426
"hydrolase activity [GO:0016787]"	0.0475045568265911	14.8191767012169	0.141050726859984	0.707238674025164	0.99954851282426
"tRNA-specific adenosine-34 deaminase activity [GO:0052717]"	0.072141026202715	7.48758973716834	0.140904475993215	0.707383491368035	0.99954851282426
"UDP-glycosyltransferase activity [GO:0008194]"	0.296617268057502	5.87112850342977	0.140466656847886	0.707817532317656	0.99954851282426
"peptidase activity [GO:0008233]"	0.0464355476646833	11.3951006509666	0.14019644305748	0.708085799384501	0.99954851282426
"methylthiotransferase activity [GO:0035596]"	0.0478033147108488	8.95932871561939	0.140174816733948	0.708107282639852	0.99954851282426
"ABC-type sulfate transporter activity [GO:0015419]"	0.121792410179847	6.43037688251189	0.139675527257308	0.708603795359588	0.99954851282426
"phosphoglucosamine mutase activity [GO:0008966]"	0.0501338462221647	8.35115360142466	0.139589759141445	0.708689188231198	0.99954851282426
"dCMP deaminase activity [GO:0004132]"	-0.0775666361711067	7.35768218634911	0.137826675627484	0.710451221718792	0.99954851282426
"nucleobase transmembrane transporter activity [GO:0015205]"	0.0605848588168432	7.36464098902788	0.137311360086957	0.710968650358996	0.99954851282426
"carbohydrate derivative binding [GO:0097367]"	-0.0599484536266009	10.5792623287714	0.137196955811878	0.7110836734974	0.99954851282426
"L-leucine:2-oxoglutarate aminotransferase activity [GO:0050048]"	0.05052187641776	7.8976565450406	0.136432830725346	0.71185333421938	0.99954851282426
"phospholipase A2 activity [GO:0004623]"	0.345141886578346	5.63677000823478	0.136397579773707	0.711888899589834	0.99954851282426
"UDP-glucose 6-dehydrogenase activity [GO:0003979]"	0.0561944185040972	8.02422712268534	0.136373867809379	0.711912825989846	0.99954851282426
"aminoacyl-tRNA ligase activity [GO:0004812]"	0.0556079837939907	9.78853987892417	0.136123295980528	0.712165808419913	0.99954851282426
"diacylglycerol kinase activity [GO:0004143]"	0.154049522940052	6.94841794801492	0.135482315526335	0.712814161544167	0.99954851282426
"RNA stem-loop binding [GO:0035613]"	0.486916089430608	5.69030160638952	0.135357026395178	0.712941095142324	0.99954851282426
"sodium:phosphate symporter activity [GO:0005436]"	-0.0450060917277368	9.32500254902904	0.133420782070965	0.71491129110158	0.99954851282426
"oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor [GO:0050485]"	0.106826535069416	6.8610307805365	0.132932344811982	0.715410849455361	0.99954851282426
"beta-aspartyl-peptidase activity [GO:0008798]"	0.0881773498365062	6.06875877707065	0.132761765320017	0.715585557768188	0.99954851282426
"protein disulfide isomerase activity [GO:0003756]"	0.427282953000423	4.90001306790941	0.132433340747841	0.715922290126668	0.99954851282426
"mRNA binding [GO:0003729]"	0.0868327419172009	8.94004144079586	0.131997644045642	0.716369738668436	0.99954851282426
"tRNA methyltransferase activity [GO:0008175]"	-0.0639715926143381	7.51707785514823	0.12755525824122	0.720980420597456	0.99954851282426
"quinone binding [GO:0048038]"	-0.0979607030183941	7.6940836223439	0.125762405712315	0.722866831258473	0.99954851282426
"cytochrome-c oxidase activity [GO:0004129]"	0.318309229728527	5.27372865323374	0.124993282425983	0.723680730662766	0.99954851282426
"transcription regulatory region sequence-specific DNA binding [GO:0000976]"	-0.289868931200121	6.45060468316486	0.124810106070788	0.723874986146621	0.99954851282426
"CDP-glucose 4,6-dehydratase activity [GO:0047733]"	-0.0937665308636608	6.36530925485649	0.123760098229162	0.724991607576369	0.99954851282426
"clathrin binding [GO:0030276]"	-0.373213569670618	5.86535385695164	0.123204478893108	0.725584630583278	0.99954851282426
"myo-inosose-2 dehydratase activity [GO:0050114]"	0.0993773836664489	6.26238154744935	0.12037046129072	0.728633041260794	0.99954851282426
"glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]"	0.0626694656042913	7.07675270017476	0.119889000882028	0.729154908206774	0.99954851282426
"metal ion binding [GO:0046872]"	0.0427539897400219	15.6099375377283	0.11970199865167	0.729357920984723	0.99954851282426
"pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]"	0.103481909559319	5.89318709005784	0.118775397251788	0.730366483771016	0.99954851282426
"adenylosuccinate synthase activity [GO:0004019]"	0.0566202310022223	8.45004374553491	0.117491083495146	0.731771704580755	0.99954851282426
"dynein complex binding [GO:0070840]"	-0.331246883040033	5.57190669071347	0.117010153720988	0.732300117902799	0.99954851282426
"protein C-terminus binding [GO:0008022]"	-0.400943930614201	5.81876953304058	0.11689497707296	0.73242684623284	0.99954851282426
"microtubule plus-end binding [GO:0051010]"	-0.37481518592889	5.02490347261547	0.11673449856826	0.732603536303849	0.99954851282426
"nuclear export signal receptor activity [GO:0005049]"	0.476736195471356	5.26461344374539	0.115736268380294	0.733705665428474	0.99954851282426
"aspartic-type endopeptidase activity [GO:0004190]"	0.24434541230734	12.1007551863353	0.11529248160226	0.734197345942842	0.99954851282426
"O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]"	-0.0421140145158395	8.0271977524072	0.115180993977944	0.734321031196301	0.99954851282426
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537]"	0.0532608510488496	8.68154117474564	0.114863368332991	0.734673774021472	0.99954851282426
"hydrolase activity, acting on ester bonds [GO:0016788]"	-0.0461852011999828	9.04001407695969	0.114485333801257	0.735094314043561	0.99954851282426
"7S RNA binding [GO:0008312]"	-0.0454778723015381	8.29990326720234	0.113952724776031	0.735688123796837	0.99954851282426
"phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]"	0.0584297250646185	7.90406349158966	0.113948806197674	0.735692498372006	0.99954851282426
"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]"	-0.422135010643846	6.84394562928653	0.113476836274854	0.736220004487584	0.99954851282426
"epoxyqueuosine reductase activity [GO:0052693]"	0.0643063844285209	7.38948597797793	0.112544392257976	0.73726576988834	0.99954851282426
"histone binding [GO:0042393]"	0.436739164010924	8.65065776536167	0.112095639981648	0.737770778058153	0.99954851282426
"3-dehydroquinate synthase activity [GO:0003856]"	-0.036670936398032	8.12542590788687	0.112010347006525	0.737866890499244	0.99954851282426
"NADHX epimerase activity [GO:0052856]"	0.0440970278880549	8.09443655312795	0.110660167529073	0.739393792690137	0.99954851282426
"NADPHX epimerase activity [GO:0052857]"	0.0440970278880549	8.09443655312795	0.110660167529073	0.739393792690137	0.99954851282426
"ionotropic glutamate receptor activity [GO:0004970]"	0.413251808062079	6.55150314881396	0.110328842820739	0.739770063132552	0.99954851282426
"FMN adenylyltransferase activity [GO:0003919]"	0.0531784074119416	7.9750361463657	0.108572768736725	0.741774905539358	0.99954851282426
"phosphoribosylaminoimidazole carboxylase activity [GO:0004638]"	0.164428808364939	5.60030590611457	0.107700474126644	0.742777455992785	0.99954851282426
"thiamine transmembrane transporter activity [GO:0015234]"	0.0712684579172792	6.98256611001382	0.107627289717248	0.742861772908677	0.99954851282426
"glycine C-acetyltransferase activity [GO:0008890]"	-0.092906274792251	5.99745014051671	0.107369380623786	0.743159167433509	0.99954851282426
"integrin binding [GO:0005178]"	0.417077779484607	5.99444995826659	0.107368525225262	0.743160154449825	0.99954851282426
"cyclin-dependent protein serine/threonine kinase activity [GO:0004693]"	0.58845489725426	4.82504224172986	0.105861717470507	0.74490561583001	0.99954851282426
"cysteine-type endopeptidase activity [GO:0004197]"	0.25742493487409	6.66683824951117	0.105316178151392	0.745540945200213	0.99954851282426
"voltage-gated calcium channel activity [GO:0005245]"	0.422464256694597	8.34042797417485	0.104240356972511	0.746799186027525	0.99954851282426
"NADPH binding [GO:0070402]"	-0.0404609700018222	8.12832304553818	0.104026255868232	0.74705044521173	0.99954851282426
"ADP-ribose diphosphatase activity [GO:0047631]"	0.116076091465678	5.70591229932572	0.103727656916409	0.747401344318261	0.99954851282426
"aldehyde-lyase activity [GO:0016832]"	-0.0692133919229261	9.10043971714914	0.103603628710325	0.747547260151015	0.99954851282426
"UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]"	0.0708476812597932	6.72655623091412	0.103336751611169	0.747861561019521	0.99954851282426
"ribulose-phosphate 3-epimerase activity [GO:0004750]"	-0.0524288396318796	7.92628060342926	0.102873358591006	0.748408364021443	0.99954851282426
"superoxide reductase activity [GO:0050605]"	0.13583793701863	5.19506487778807	0.102470635544667	0.748884680742191	0.99954851282426
"ornithine carbamoyltransferase activity [GO:0004585]"	0.0472091204677275	8.02935307054038	0.102384712384112	0.748986439026877	0.99954851282426
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]"	-0.0584449511696345	7.48864233442812	0.100412156846205	0.75133558925661	0.99954851282426
"hypoxanthine phosphoribosyltransferase activity [GO:0004422]"	0.0495105376404888	7.74204320200027	0.100342838061242	0.751418602261726	0.99954851282426
"transcription coregulator activity [GO:0003712]"	0.247649058993005	8.33588820778472	0.0998163266681846	0.752050160629444	0.99954851282426
"folic acid binding [GO:0005542]"	0.0998007418524873	6.01590630548741	0.0996895648700429	0.752202486805086	0.99954851282426
